company_top5,title,location,avg_experience,avg_base_salary
AMAZON,"TECHNICAL PROGRAM MANAGER","Hyderabad, TS, India",13.4,66200
AMAZON,"SOFTWARE ENGINEERING MANAGER","Hyderabad, TS, India",14.666666666666666,66166.66666666667
OTHERS,"SOLUTION ARCHITECT","Bengaluru, KA, India",9.333333333333334,66000
OTHERS,"SOFTWARE ENGINEER","Accra, AA, Ghana",5,66000
OTHERS,"DATA SCIENTIST","Dubai, DU, United Arab Emirates",3.5,66000
OTHERS,"SOFTWARE ENGINEER","Staines, EN, United Kingdom",9,66000
OTHERS,"TECHNICAL PROGRAM MANAGER","Minsk, MI, Belarus",16,66000
OTHERS,"DATA SCIENTIST","Melbourne, VI, Australia",3,66000
OTHERS,"BUSINESS ANALYST","Boise, ID",1,66000
OTHERS,"SOFTWARE ENGINEER","Sembawang, SG, Singapore",0,66000
OTHERS,"SOFTWARE ENGINEER","Basingstoke, EN, United Kingdom",5,66000
OTHERS,MARKETING,"Toronto, ON, Canada",3.8,65800
OTHERS,"SOFTWARE ENGINEER","Seoul, KG, Korea, South",7.2,65800
OTHERS,"SOFTWARE ENGINEERING MANAGER","Delhi, DL, India",13.5,65500
GOOGLE,"PRODUCT MANAGER","Hyderabad, TS, India",8.666666666666666,65333.333333333336
OTHERS,"TECHNICAL PROGRAM MANAGER","Barcelona, CT, Spain",6,65000
AMAZON,"BUSINESS ANALYST","Tokyo, TY, Japan",3,65000
AMAZON,"HUMAN RESOURCES","Virgilina, VA",5,65000
AMAZON,"SOLUTION ARCHITECT","Cape Town, WC, South Africa",7,65000
APPLE,"HARDWARE ENGINEER","Taoyuan, TA, Taiwan",6,65000
OTHERS,"SOLUTION ARCHITECT","Gurgaon, HR, India",17.5,65000
OTHERS,"SOFTWARE ENGINEER","Collierville, TN",1,65000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Taipei, TP, Taiwan",14,65000
OTHERS,"MECHANICAL ENGINEER","Suwanee, GA",0,65000
OTHERS,"SOFTWARE ENGINEER","Charleston, WV",1,65000
OTHERS,"HARDWARE ENGINEER","Vancouver, BC, Canada",3.25,65000
OTHERS,RECRUITER,"Tampa, FL",5,65000
OTHERS,"HUMAN RESOURCES","Berlin, BE, Germany",7,65000
OTHERS,"BUSINESS ANALYST","Newark, CA",4,65000
MICROSOFT,"PRODUCT MANAGER","Boston, MA",9.666666666666666,65000
OTHERS,MARKETING,"San Antonio, TX",4,65000
OTHERS,"HUMAN RESOURCES","Toronto, ON, Canada",3,65000
OTHERS,SALES,"Fremont, CA",3,65000
OTHERS,"SOFTWARE ENGINEER","San Francisco De Dos Rios, SJ, Costa Rica",2,65000
OTHERS,"SOFTWARE ENGINEER","Barcelona, CT, Spain",8.5,64916.666666666664
OTHERS,RECRUITER,"Amsterdam, NH, Netherlands",5.666666666666667,64666.666666666664
OTHERS,"SOFTWARE ENGINEER","Galway, GY, Ireland",3.6923076923076925,64615.38461538462
ORACLE,"SOFTWARE ENGINEERING MANAGER","Bangalore, KA, India",13.5,64250
OTHERS,"SOFTWARE ENGINEER","Stockholm, ST, Sweden",7.9655172413793105,64137.93103448276
OTHERS,"MANAGEMENT CONSULTANT","Phoenix, AZ",1,64000
MICROSOFT,"SOLUTION ARCHITECT","Montreal, QC, Canada",2,64000
ORACLE,"SOLUTION ARCHITECT","Reading, EN, United Kingdom",20,64000
OTHERS,"MECHANICAL ENGINEER","Berlin, BE, Germany",0,64000
OTHERS,"SOFTWARE ENGINEER","Clementi, SG, Singapore",2,64000
MICROSOFT,"SOFTWARE ENGINEER","Prague, PR, Czech Republic",7.9,63800
OTHERS,"HARDWARE ENGINEER","Cork, CK, Ireland",5,63500
OTHERS,SALES,"Amsterdam, NH, Netherlands",5,63333.333333333336
OTHERS,"PRODUCT MANAGER","Hyderabad, TS, India",11.153846153846153,63153.846153846156
AMAZON,"PRODUCT MANAGER","Hyderabad, TS, India",8.5,63000
AMAZON,SALES,"Munich, BY, Germany",3.2,63000
OTHERS,"PRODUCT MANAGER","Tallinn, HA, Estonia",5,63000
OTHERS,"HARDWARE ENGINEER","Hyderabad, TS, India",13,62750
GOOGLE,SALES,"Dublin, DN, Ireland",3,62666.666666666664
GOOGLE,"SOFTWARE ENGINEER","Paris, IL, France",4.333333333333333,62666.666666666664
OTHERS,"SOFTWARE ENGINEER","Glasgow, SC, United Kingdom",4.434782608695652,62565.217391304344
AMAZON,"TECHNICAL PROGRAM MANAGER","Bangalore, KA, India",13.25,62500
APPLE,"HUMAN RESOURCES","Cork, CK, Ireland",11,62500
APPLE,"SOFTWARE ENGINEER","Shanghai, SH, China",10,62500
OTHERS,"MANAGEMENT CONSULTANT","Madrid, MD, Spain",5.5,62500
OTHERS,"SOFTWARE ENGINEER","Halifax, NS, Canada",6.5,62500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Moscow, MC, Russia",12.133333333333333,62400
MICROSOFT,"PRODUCT MANAGER","Hyderabad, AP, India",11.5,62166.666666666664
OTHERS,"SOFTWARE ENGINEER","Baton Rouge, LA",2.7142857142857144,62142.857142857145
AMAZON,"HARDWARE ENGINEER","Sumner, WA",5,62000
APPLE,"TECHNICAL PROGRAM MANAGER","Bangalore, KA, India",15,62000
OTHERS,"SOLUTION ARCHITECT","Sao Paulo, SP, Brazil",10,62000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Bucharest, BU, Romania",11,62000
OTHERS,SALES,"Dublin, DN, Ireland",4.5,62000
OTHERS,"SOFTWARE ENGINEER","Saskatoon, SK, Canada",2,62000
GOOGLE,"SOFTWARE ENGINEER","Stockholm, ST, Sweden",6.5,61500
AMAZON,"SOFTWARE ENGINEER","Taipei, TP, Taiwan",7.75,61250
MICROSOFT,"PRODUCT DESIGNER","Nairobi, NA, Kenya",3,61000
ORACLE,"SOFTWARE ENGINEER","Rocklin, CA",1,61000
OTHERS,"SOFTWARE ENGINEER","Edinburgh, SC, United Kingdom",8.142857142857142,60857.142857142855
OTHERS,"PRODUCT MANAGER","Bangalore, KA, India",9.120689655172415,60586.206896551725
OTHERS,"SOFTWARE ENGINEER","Sophia-Antipolis, PR, France",12,60500
AMAZON,"PRODUCT MANAGER","Bengaluru, KA, India",7.2,60400
OTHERS,"MANAGEMENT CONSULTANT","Amsterdam, NH, Netherlands",4,60000
OTHERS,"SOFTWARE ENGINEER","Valbonne, PR, France",10,60000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Santa Clara, CA",17.666666666666668,60000
AMAZON,"BUSINESS ANALYST","Nashville, TN",1,60000
AMAZON,"HUMAN RESOURCES","Boston, MA",0,60000
APPLE,"PRODUCT DESIGNER","San Diego, CA",9,60000
OTHERS,MARKETING,"Taipei, TP, Taiwan",8,60000
OTHERS,SALES,"Temecula, CA",7,60000
OTHERS,"SOFTWARE ENGINEER","Rome, NY",0,60000
OTHERS,"HARDWARE ENGINEER","Jakarta, JK, Indonesia",8,60000
OTHERS,SALES,"Doha, DA, Qatar",2,60000
OTHERS,"BUSINESS ANALYST","Buffalo, NY",2,60000
OTHERS,"SOFTWARE ENGINEER","Dusseldorf, NW, Germany",3,60000
OTHERS,"SOFTWARE ENGINEER","Rome, LA, Italy",10,60000
OTHERS,"BUSINESS ANALYST","Ireland, IN",6,60000
OTHERS,"SOFTWARE ENGINEER","Covington, KY",0,60000
GOOGLE,"PRODUCT DESIGNER","Annandale, VA",1,60000
GOOGLE,"PRODUCT DESIGNER","Minnesota City, MN",1,60000
GOOGLE,"PRODUCT MANAGER","Florida, NY",6,60000
GOOGLE,"SOFTWARE ENGINEER","Beijing, BJ, China",0,60000
OTHERS,"DATA SCIENTIST","Columbia, MO",2,60000
OTHERS,"HARDWARE ENGINEER","Leixlip, KE, Ireland",5,60000
ORACLE,"SOFTWARE ENGINEER","Beijing, BJ, China",3,60000
ORACLE,SALES,"Montreal, QC, Canada",8,60000
OTHERS,"SOFTWARE ENGINEER","Suwon, KG, Korea, South",10,60000
OTHERS,SALES,"San Mateo, CA",1,60000
MICROSOFT,"SOFTWARE ENGINEER","Tallinn, HA, Estonia",7.333333333333333,59666.666666666664
MICROSOFT,"SOFTWARE ENGINEER","Beijing, BJ, China",5,59666.666666666664
OTHERS,"SOFTWARE ENGINEER","Harrisburg, PA",2,59500
OTHERS,"MANAGEMENT CONSULTANT","Montreal, QC, Canada",1.3333333333333333,59333.333333333336
ORACLE,SALES,"Redwood City, CA",4.333333333333333,59333.333333333336
OTHERS,"SOFTWARE ENGINEER","Hangzhou, ZJ, China",5.5,59250
OTHERS,"SOFTWARE ENGINEER","Warsaw, MZ, Poland",6.9,59100
AMAZON,"SOFTWARE ENGINEER","Bristol, EN, United Kingdom",2,59000
OTHERS,"BUSINESS ANALYST","Lake Mary, FL",0,59000
GOOGLE,"PRODUCT MANAGER","Bangalore, KA, India",10,59000
OTHERS,"SOFTWARE ENGINEER","Nice, PR, France",2,59000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Prague, PR, Czech Republic",13.5,59000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Moscow, MC, Russia",12,59000
MICROSOFT,"PRODUCT MANAGER","Bangalore, KA, India",10.11111111111111,58888.88888888889
OTHERS,"PRODUCT DESIGNER","El Segundo, CA",3,58000
OTHERS,"DATA SCIENTIST","Taichung City, TP, Taiwan",10,58000
ORACLE,SALES,"Washington, DC",3,58000
OTHERS,"SOFTWARE ENGINEER","Penang, PG, Malaysia",5,58000
AMAZON,"HARDWARE ENGINEER","Cambridge, EN, United Kingdom",1,58000
OTHERS,"BUSINESS ANALYST","Omaha, NE",0,58000
OTHERS,"SOFTWARE ENGINEER","Kanata, ON, Canada",8.5,57500
OTHERS,"TECHNICAL PROGRAM MANAGER","Moscow, MC, Russia",12,57500
AMAZON,"DATA SCIENTIST","Bangalore, KA, India",5.428571428571429,57000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Sao Paulo, SP, Brazil",16,57000
AMAZON,"MANAGEMENT CONSULTANT","Tokyo, TY, Japan",2,57000
OTHERS,"SOFTWARE ENGINEER","Nanjing, JS, China",9,57000
OTHERS,"HUMAN RESOURCES","Kitchener, ON, Canada",5,57000
OTHERS,"SOLUTION ARCHITECT","Queretaro, QE, Mexico",10,57000
OTHERS,"SOFTWARE ENGINEER","Bossier City, LA",2,57000
GOOGLE,"PRODUCT DESIGNER","Bengaluru, KA, India",6,57000
OTHERS,"MANAGEMENT CONSULTANT","Halifax, NS, Canada",8,57000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Buenos Aires, DF, Argentina",12,57000
ORACLE,SALES,"Amsterdam, NH, Netherlands",3,57000
OTHERS,"HARDWARE ENGINEER","Ottawa, ON, Canada",1,57000
OTHERS,"SOFTWARE ENGINEER","Madrid, MD, Spain",8.466666666666667,56866.666666666664
OTHERS,"SOFTWARE ENGINEER","Krakow, MA, Poland",7.538461538461538,56846.153846153844
OTHERS,"PRODUCT MANAGER","Hyderabad, AP, India",9.833333333333334,56666.666666666664
AMAZON,"HUMAN RESOURCES","Miami, FL",4,56000
OTHERS,"MANAGEMENT CONSULTANT","Gothenburg, VG, Sweden",4,56000
OTHERS,"SOLUTION ARCHITECT","Exton, PA",6,56000
OTHERS,"SOFTWARE ENGINEER","Winchester, EN, United Kingdom",9,56000
MICROSOFT,"SOFTWARE ENGINEER","Belgrade, SR, Serbia",2,56000
GOOGLE,"SOFTWARE ENGINEER","Warsaw, MZ, Poland",5.95,55200
AMAZON,"PRODUCT MANAGER","Paris, IL, France",4,55000
OTHERS,"HARDWARE ENGINEER","Cambridge, EN, United Kingdom",2.5,55000
OTHERS,"TECHNICAL PROGRAM MANAGER","Bengaluru, KA, India",12,55000
OTHERS,RECRUITER,"Raleigh, NC",10,55000
OTHERS,"SOLUTION ARCHITECT","Hannover, NI, Germany",3,55000
OTHERS,"SOLUTION ARCHITECT","Madrid, MD, Spain",5,55000
GOOGLE,"SOFTWARE ENGINEER","Pune, MH, India",10,55000
GOOGLE,"BUSINESS ANALYST","Toronto, ON, Canada",0,55000
OTHERS,"PRODUCT MANAGER","Madrid, MD, Spain",10,55000
OTHERS,"DATA SCIENTIST","Taipei, TP, Taiwan",6.5,55000
OTHERS,"SOFTWARE ENGINEER","Mexico, DF, Mexico",4,55000
OTHERS,"MANAGEMENT CONSULTANT","Noida, UP, India",15,55000
ORACLE,"PRODUCT MANAGER","Bangalore, KA, India",14.4,55000
OTHERS,"PRODUCT MANAGER","Stockholm, ST, Sweden",9.333333333333334,55000
OTHERS,"BUSINESS ANALYST","Provo, UT",2,54500
OTHERS,"SOFTWARE ENGINEER","Bratislava, BL, Slovakia",8.2,54200
OTHERS,"PRODUCT DESIGNER","Noida, UP, India",12,54000
AMAZON,"HUMAN RESOURCES","Valdosta, GA",2,54000
APPLE,"DATA SCIENTIST","Shanghai, SH, China",7,54000
APPLE,SALES,"Austin, TX",8,54000
OTHERS,"HARDWARE ENGINEER","Sophia-Antipolis, PR, France",2.5,54000
OTHERS,"SOFTWARE ENGINEER","Odessa, OD, Ukraine",5,54000
OTHERS,"PRODUCT DESIGNER","Leixlip, KE, Ireland",1,54000
OTHERS,"SOFTWARE ENGINEER","Gie, HE, Germany",4,54000
OTHERS,MARKETING,"Spokane, WA",4,54000
MICROSOFT,"PRODUCT MANAGER","Campinas, SP, Brazil",15,54000
OTHERS,"BUSINESS ANALYST","St. Louis, MO",2,54000
OTHERS,"HARDWARE ENGINEER","Hsin-chu, TP, Taiwan",7.057142857142857,53657.142857142855
OTHERS,"SOFTWARE ENGINEER","Shanghai, SH, China",5.5,53437.5
OTHERS,"SOFTWARE ENGINEER","Nairobi, NA, Kenya",1.8333333333333333,53333.333333333336
OTHERS,"SOFTWARE ENGINEER","Sao Paulo, SP, Brazil",6,53111.11111111111
OTHERS,"SOFTWARE ENGINEERING MANAGER","RIGA, RI, Latvia",9,53000
AMAZON,"HUMAN RESOURCES","Oklahoma City, OK",5,53000
OTHERS,"MANAGEMENT CONSULTANT","Chennai, TN, India",15,53000
GOOGLE,"SOFTWARE ENGINEER","Seoul, KG, Korea, South",4,53000
MICROSOFT,"PRODUCT MANAGER","Bengaluru, KA, India",9.5,52750
OTHERS,"SOFTWARE ENGINEER","Bangkok, BM, Thailand",6.384615384615385,52615.38461538462
OTHERS,"MANAGEMENT CONSULTANT","Delhi, DL, India",6,52500
OTHERS,"SOLUTION ARCHITECT","Boulder, CO",15,52500
OTHERS,"SOFTWARE ENGINEER","Sofia, SF, Bulgaria",7.5,52333.333333333336
OTHERS,"DATA SCIENTIST","Madrid, MD, Spain",14,52000
AMAZON,"BUSINESS ANALYST","Bangalore, KA, India",12,52000
AMAZON,"HUMAN RESOURCES","Charlotte, NC",8,52000
AMAZON,"PRODUCT MANAGER","Orlando, FL",2,52000
OTHERS,SALES,"Munich, ND",4,52000
OTHERS,"SOFTWARE ENGINEER","Adelaide, SA, Australia",4,52000
OTHERS,"PRODUCT MANAGER","Mumbai, MH, India",4.5,52000
OTHERS,"TECHNICAL PROGRAM MANAGER","Saint Petersburg, SP, Russia",11,52000
OTHERS,"PRODUCT MANAGER","Lisbon, LI, Portugal",5,52000
OTHERS,"BUSINESS ANALYST","Hong Kong, HK, Hong Kong (SAR)",5.5,52000
OTHERS,"HARDWARE ENGINEER","Gie, HE, Germany",1,52000
ORACLE,"SOFTWARE ENGINEER","Quebec, QC, Canada",2,52000
OTHERS,"SOFTWARE ENGINEER","Milano, LO, Italy",5.75,51750
AMAZON,"SOFTWARE ENGINEER","Gdansk, PM, Poland",2.6666666666666665,51666.666666666664
AMAZON,"SOFTWARE ENGINEER","Beijing, BJ, China",6,51500
OTHERS,"MANAGEMENT CONSULTANT","Mumbai, MH, India",8.333333333333334,51333.333333333336
AMAZON,"SOFTWARE ENGINEER","Madrid, MD, Spain",4.739130434782608,51304.34782608696
AMAZON,"SOFTWARE ENGINEERING MANAGER","Chennai, TN, India",14,51250
OTHERS,"PRODUCT DESIGNER","Culver City, CA",6,51000
ORACLE,"SOFTWARE ENGINEER","Pune, MH, India",13,51000
OTHERS,"PRODUCT DESIGNER","Hyderabad, TS, India",8,51000
OTHERS,"SOFTWARE ENGINEER","Bucharest, BU, Romania",10.181818181818182,50909.09090909091
OTHERS,"SOFTWARE ENGINEER","Hsin-chu, TP, Taiwan",6.565217391304348,50739.13043478261
OTHERS,"SOLUTION ARCHITECT","Bangalore, KA, India",13,50125
OTHERS,SALES,"Minneapolis, MN",4,50000
OTHERS,"BUSINESS ANALYST","Hangzhou, ZJ, China",5,50000
AMAZON,"HUMAN RESOURCES","Vancouver, BC, Canada",3,50000
AMAZON,"HUMAN RESOURCES","Seoul, KG, Korea, South",2,50000
APPLE,"SOFTWARE ENGINEER","Tel Aviv, TA, Israel",10,50000
OTHERS,"PRODUCT MANAGER","Pune, MH, India",13,50000
OTHERS,"SOFTWARE ENGINEER","Hsin-Chu County, CN, China",2,50000
OTHERS,"BUSINESS ANALYST","Ontario, CA",2,50000
OTHERS,"TECHNICAL PROGRAM MANAGER","Madrid, MD, Spain",13,50000
OTHERS,"SOFTWARE ENGINEER","Malaga, AN, Spain",10,50000
GOOGLE,"SOLUTION ARCHITECT","Jakarta, JK, Indonesia",10,50000
OTHERS,SALES,"Cambridge, MA",1,50000
OTHERS,"MANAGEMENT CONSULTANT","Dublin, DN, Ireland",2,50000
OTHERS,SALES,"Ireland, IN",1,50000
MICROSOFT,"SOFTWARE ENGINEER","Seoul, KG, Korea, South",1,50000
MICROSOFT,"SOFTWARE ENGINEER","Pittsburgh, PA",1,50000
MICROSOFT,"HARDWARE ENGINEER","Shanghai, SH, China",12,50000
OTHERS,"SOFTWARE ENGINEER","Banganapalle, AP, India",7,50000
ORACLE,SALES,"Reston, VA",1,50000
ORACLE,SALES,"Santa Monica, CA",1,50000
ORACLE,SALES,"Burlington, MA",1,50000
OTHERS,"PRODUCT MANAGER","Iowa City, IA",3,50000
OTHERS,"PRODUCT DESIGNER","Dublin, DN, Ireland",3,50000
OTHERS,SALES,"Denver, CO",2,50000
OTHERS,"PRODUCT MANAGER","Wroclaw, DS, Poland",12,50000
MICROSOFT,"DATA SCIENTIST","Hyderabad, AP, India",10.5,49750
MICROSOFT,"SOLUTION ARCHITECT","Belgium, WI",2,49000
OTHERS,"DATA SCIENTIST","Indianapolis, IN",1,49000
OTHERS,"PRODUCT DESIGNER","Nice, PR, France",6,49000
OTHERS,"SOFTWARE ENGINEER","Belfast, NI, United Kingdom",3.25,49000
OTHERS,"HARDWARE ENGINEER","Limerick, LK, Ireland",4,48500
OTHERS,"HARDWARE ENGINEER","Bengaluru, KA, India",6.25,48500
OTHERS,"SOLUTION ARCHITECT","Vancouver, BC, Canada",16,48500
OTHERS,"SOFTWARE ENGINEER","Taipei, TP, Taiwan",5.636363636363637,48200
OTHERS,"SOFTWARE ENGINEER","Prague, PR, Czech Republic",7.181818181818182,48181.818181818184
AMAZON,RECRUITER,"Garner, NC",20,48000
OTHERS,"PRODUCT MANAGER","Taipei, TP, Taiwan",11,48000
OTHERS,"SOLUTION ARCHITECT","Bucharest, BU, Romania",11,48000
OTHERS,"PRODUCT DESIGNER","Wroclaw, DS, Poland",10,48000
MICROSOFT,"PRODUCT DESIGNER","Hyderabad, TS, India",9,48000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Moscow, ID",13,48000
OTHERS,"SOFTWARE ENGINEER","Dnepropetrovsk, DP, Ukraine",8,48000
OTHERS,SALES,"Sarasota, FL",6,48000
OTHERS,"SOFTWARE ENGINEER","Kazan, TT, Russia",16,48000
OTHERS,"PRODUCT MANAGER","Bengaluru, KA, India",8.411764705882353,47647.05882352941
AMAZON,"SOLUTION ARCHITECT","Bangalore, KA, India",10.5,47500
OTHERS,"SOFTWARE ENGINEER","Lviv, LV, Ukraine",9.428571428571429,47428.57142857143
OTHERS,"SOFTWARE ENGINEER","Toulouse, MI, France",3,47000
OTHERS,"SOFTWARE ENGINEER","Lyon, RH, France",8,47000
OTHERS,"SOFTWARE ENGINEER","Birmingham, EN, United Kingdom",2,47000
GOOGLE,"PRODUCT DESIGNER","Warsaw, MZ, Poland",7,47000
OTHERS,"HARDWARE ENGINEER","Taichung City, TP, Taiwan",6,47000
ORACLE,"HUMAN RESOURCES","Singapore, SG, Singapore",3,47000
ORACLE,"SOFTWARE ENGINEER","Prague, PR, Czech Republic",2,47000
OTHERS,"SOLUTION ARCHITECT","Hsin-chu, TP, Taiwan",0,47000
MICROSOFT,"PRODUCT MANAGER","Hyderabad, TS, India",8.19047619047619,46809.52380952381
OTHERS,"DATA SCIENTIST","Bangalore, KA, India",7.470588235294118,46794.117647058825
OTHERS,"SOFTWARE ENGINEER","Leamington, EN, United Kingdom",6,46500
OTHERS,"TECHNICAL PROGRAM MANAGER","Bangalore, KA, India",11.7,46100
OTHERS,"DATA SCIENTIST","Beijing, BJ, China",2,46000
OTHERS,"SOFTWARE ENGINEER","Limerick, LK, Ireland",4,46000
OTHERS,"SOFTWARE ENGINEER","Vilnius, VL, Lithuania",5,46000
OTHERS,"MANAGEMENT CONSULTANT","Birmingham, EN, United Kingdom",2,46000
OTHERS,RECRUITER,"Kfar saba, HM, Israel",3,46000
OTHERS,"PRODUCT MANAGER","Gurgaon, HR, India",6.4,45800
ORACLE,"SOFTWARE ENGINEER","Bengaluru, KA, India",7,45650
OTHERS,"HARDWARE ENGINEER","Taipei, TP, Taiwan",5.578947368421052,45526.31578947369
OTHERS,"DATA SCIENTIST","Tokyo, TY, Japan",2,45500
OTHERS,"SOFTWARE ENGINEER","Newcastle Upon Tyne, EN, United Kingdom",4.5,45500
AMAZON,"SOFTWARE ENGINEER","Bengaluru, KA, India",5.821428571428571,45071.42857142857
AMAZON,"HUMAN RESOURCES","Bangalore, KA, India",11,45000
OTHERS,"BUSINESS ANALYST","Kiev, KC, Ukraine",6,45000
OTHERS,"HUMAN RESOURCES","Stuttgart, BW, Germany",2,45000
OTHERS,RECRUITER,"Barcelona, CT, Spain",10,45000
MICROSOFT,MARKETING,"Taipei, TP, Taiwan",10,45000
OTHERS,"SOFTWARE ENGINEER","Portsmouth, RI",1.5,45000
OTHERS,"SOFTWARE ENGINEER","Pelham, NH",1,45000
OTHERS,"SOFTWARE ENGINEER","Chu-nan, TW, Taiwan",7,45000
OTHERS,"HARDWARE ENGINEER","T'ai-chung, TA, Taiwan",10.5,45000
OTHERS,RECRUITER,"Madison, WI",1,45000
OTHERS,"SOFTWARE ENGINEER","Kiev, KC, Ukraine",7.451612903225806,44903.22580645161
ORACLE,"PRODUCT MANAGER","Bengaluru, KA, India",11.25,44750
OTHERS,"SOFTWARE ENGINEER","Brno, JM, Czech Republic",9.4,44600
GOOGLE,"SOFTWARE ENGINEER","Belo Horizonte, MG, Brazil",5.5,44500
OTHERS,"SOFTWARE ENGINEER","Eindhoven, NB, Netherlands",5,44333.333333333336
APPLE,"SOFTWARE ENGINEER","Hyderabad, AP, India",5,44000
OTHERS,"SOFTWARE ENGINEER","Gdynia, PM, Poland",15,44000
OTHERS,"SOFTWARE ENGINEER","Feltham, EN, United Kingdom",2,44000
OTHERS,"SOFTWARE ENGINEER","Reno, NV",6.333333333333333,44000
MICROSOFT,"SOLUTION ARCHITECT","Hyderabad, TS, India",18,44000
OTHERS,"SOFTWARE ENGINEER","Gdansk, PM, Poland",7.363636363636363,43363.63636363636
OTHERS,"SOFTWARE ENGINEER","Guangzhou, GD, China",7,43000
AMAZON,"TECHNICAL PROGRAM MANAGER","Chennai, TN, India",15,43000
GOOGLE,"SOFTWARE ENGINEER","Shanghai, SH, China",2,43000
MICROSOFT,"SOFTWARE ENGINEER","Nairobi, NA, Kenya",1,43000
OTHERS,"SOFTWARE ENGINEER","Osaka, OS, Japan",9,43000
OTHERS,"SOLUTION ARCHITECT","Moscow, MC, Russia",11,43000
OTHERS,"SOFTWARE ENGINEER","Minsk, MI, Belarus",7.428571428571429,42857.142857142855
AMAZON,"SOFTWARE ENGINEER","Cape Town, WC, South Africa",7.666666666666667,42666.666666666664
OTHERS,"SOFTWARE ENGINEER","Kharkiv, KK, Ukraine",6,42666.666666666664
OTHERS,"SOFTWARE ENGINEER","Telford, EN, United Kingdom",3.5,42500
OTHERS,"DATA SCIENTIST","Milano, LO, Italy",3.5,42000
AMAZON,"HUMAN RESOURCES","Ottawa, ON, Canada",0,42000
OTHERS,"SOFTWARE ENGINEER","Almaty, AC, Kazakhstan",10,42000
OTHERS,"SOFTWARE ENGINEER","Wroclaw, DS, Poland",5.333333333333333,42000
OTHERS,"SOFTWARE ENGINEER","Kaliningrad, KN, Russia",10,42000
OTHERS,MARKETING,"Salt Lake City, UT",0,42000
OTHERS,SALES,"Tempe, AZ",4,42000
OTHERS,"SOFTWARE ENGINEER","Sochi, KD, Russia",12,42000
OTHERS,"SOFTWARE ENGINEER","Vienna, WI, Austria",3.25,41500
OTHERS,"DATA SCIENTIST","Hangzhou, ZJ, China",3.3333333333333335,41333.333333333336
OTHERS,"PRODUCT DESIGNER","Bangalore, KA, India",5.928571428571429,41285.71428571428
AMAZON,"SOFTWARE ENGINEER","Pune, MH, India",5.5,41000
APPLE,"SOFTWARE ENGINEER","Bangalore, KA, India",7,41000
OTHERS,"SOFTWARE ENGINEER","Santiago, RM, Chile",7.5,41000
OTHERS,"MANAGEMENT CONSULTANT","Hyderabad, TS, India",20,41000
OTHERS,"SOLUTION ARCHITECT","Santiago, RM, Chile",24,41000
OTHERS,"SOFTWARE ENGINEER","Lodz, LD, Poland",8.666666666666666,41000
GOOGLE,"PRODUCT DESIGNER","Bangalore, KA, India",7,41000
OTHERS,"SOLUTION ARCHITECT","Taipei, TP, Taiwan",3,41000
OTHERS,"MANAGEMENT CONSULTANT","Bangalore, KA, India",7.625,40625
AMAZON,"PRODUCT DESIGNER","Bangalore, KA, India",5,40500
OTHERS,"DATA SCIENTIST","Warsaw, MZ, Poland",2,40500
OTHERS,"SOFTWARE ENGINEER","Bengaluru, KA, India",5.514240506329114,40164.556962025315
AMAZON,"HUMAN RESOURCES","Beijing, BJ, China",3,40000
AMAZON,"PRODUCT MANAGER","Brasilia, DF, Brazil",8,40000
AMAZON,"PRODUCT DESIGNER","Barcelona, CT, Spain",2,40000
OTHERS,"SOFTWARE ENGINEER","Stockport, EN, United Kingdom",1,40000
OTHERS,"DATA SCIENTIST","Italy, TX",16,40000
OTHERS,"SOFTWARE ENGINEER","Taunton, MA",5,40000
GOOGLE,"SOFTWARE ENGINEERING MANAGER","Santa Rosa, CA",3,40000
GOOGLE,"SOFTWARE ENGINEERING MANAGER","San Antonio, TX",2,40000
MICROSOFT,"SOFTWARE ENGINEER","Indore, MP, India",10,40000
OTHERS,"HUMAN RESOURCES","Schaumburg, IL",8,40000
OTHERS,"SOFTWARE ENGINEER","Gliwice, SL, Poland",4,40000
OTHERS,"SOLUTION ARCHITECT","Nebraska City, NE",1,40000
OTHERS,"TECHNICAL PROGRAM MANAGER","Chennai, TN, India",17,40000
OTHERS,MARKETING,"Bengaluru, KA, India",4,40000
OTHERS,"BUSINESS ANALYST","Krakow, MA, Poland",5,40000
OTHERS,"HARDWARE ENGINEER","Hyderabad, AP, India",10,40000
AMAZON,"SOFTWARE ENGINEER","Bangalore, KA, India",5.113636363636363,39954.545454545456
GOOGLE,"SOFTWARE ENGINEER","Bangalore, KA, India",4.428571428571429,39836.73469387755
OTHERS,"SOFTWARE ENGINEER","Belgrade, SR, Serbia",10.333333333333334,39666.666666666664
OTHERS,"HARDWARE ENGINEER","Bangalore, KA, India",7.433333333333334,39533.333333333336
OTHERS,"SOFTWARE ENGINEER","Minsk, HM, Belarus",7.2,39300
OTHERS,"SOFTWARE ENGINEER","Leeds, EN, United Kingdom",1,39000
